customer_id,signup_date,last_order_date,age,gender,country,membership_tier,total_orders,total_spend,churned
731963838,13-Sep-2025,08/17/2026,26,prefer not to say,England,Bronze,8,352.08,0
862738319,07/16/2023,2026-08-04,?,Male,US,Silver,16,1003.33 USD,0
965912115,"February 07, 2024",2026-07-21,51,Male,India,Silver,37,1245.18,No
142194818,2024-04-13,19.07.2026,78,femail,England,brz,7,$508.44,N
671355952,2022-05-29,07/15/2026,43,M,USA,gold,47,3070.35,No
245391247,2026-03-13,2026-03-13,29,F,United States,Bronze,5,308.33,Yes
321338191,15-Nov-2021,2026-08-05,40,Female,CA,brz,15,348.67,No
808669943,01/25/2023,2026-03-01,41,Female,United States,Bronze,8,239.59,Y
684442304,2020-10-15,2026-06-10,28,male,usa,  Silver ,51,1484.82,0
273861909,2022-12-24,06/23/2026,53,M,USA,unassigned,24,"$1,607.74",NO
838680938,23.03.2022,05/13/2026,36,Male,AU,Bronze,11,496.72,0
449502579,2021/11/06,2024-10-24,29,male,australia,Bronze,2,182.04,1
301560537,2024-05-20,2024-09-27,72,Female,Canada,Bronze,17,579.54,Yes
626823646,2022-03-07,2026-08-06,22,Female,US,Silver,12,1188.23,FALSE
267622446,"June 25, 2024","December 01, 2025",55,Unspecified,USA,Bronze,2,50.75,yes
382794575,2022-01-16,07/23/2026,54,Male,united states,Gold,11,2035.4,N
976332618,2025-03-22,01-Sep-2026,32,Male,U.K.,Bronze,1,98.6,N
475144973,2022-10-08,28-Jul-2026,41,Female,United States,Silver,,1567.17,N
126338571,2023-06-27,2026-08-25,71,Female,US,Silver,21,1216.22,0
384771441,2024-11-01,02-Sep-2026,24,Female,United States,brz,8,466.65,no
372421457,2024-08-17,2026-07-19,27,male,CA,Bronze,7,197.96,no
470086474,16-Feb-2020,2026-08-12,73,Female,Australia,gold,28,"$2,751.49",No
411019282,2022-02-07,2026-08-06,38,Male,,Silver,19,497.48,0
274964801,12.12.2023,2026-08-17,59,Female,usa,Bronze,12,262.30 USD,No
317873143,2025-09-07,,42,Female,India,Bronze,6,261.71,Yes
224492639,2022-09-25,08/02/2026,40,Female,Canada,Gold,32,1695.01,No
856773844,2023-01-12,2026-07-04,59,Male,UK,Bronze,17,633.45,No
669259074,06/01/2022,2026-07-15,43,Female,India,,17,"$1,443.67",no
904354714,03/08/2024,08/25/2025,50,N/A,India,BRONZE,2,50.12,Yes
687281326,2023-01-05,not available,52,Male,United States,bronze,3,60.57,No
128322985,06.05.2025,2026/07/07,56,unspecified,MX,Bronze,7,244.14,NO
474233663,05/25/2025,02/19/2026,61,m,United States,Bronze,2,55.35,TRUE
817557820,10/07/2021,2026-09-05,38,female,Canada,Silver,22,1598.43,0
762776852,2021-09-12,2026-08-03,64,unspecified,Canada,Gold,45,2245.19,No
642917575,2023/11/06,2026-06-27,36,M,Australia,Silver,28,1595.13,No
459225058,2022-05-12,2025-01-19,20,f,United States,bronze,3,193.0,Yes
570063098,2020/09/22,2026-03-01,26,unspecified,usa,bronze,4,346.71,1
796556352,2025-06-04,2025-06-04,40,Male,Germany,Bronze,1,90.99,Yes
482453125,11/10/2025,,34,Male,United States,Bronze,0,0.0,1
232904017,2024-12-19,2026-08-26,32,female,USA,Silver,11,-589.89,No
858032016,04/12/2023,2026-08-26,81,m,United Kingdom,Silver,12,698.27,0
529815226,07/24/2025,2025-09-30,51,Female,United States,Bronze,N/A,121.59,1
854642594,2025-11-09,,67,Male,US,bronze,0,0.0,Yes
560748217,2022-10-12,2026-08-16,34,male,Germany,Gold,34,1814.79,no
614965368,2026-03-03,03/03/2026,53,F,United Kingdom,Bronze,7,169.22,Y
302526434,2023-07-30,2026-08-20,33,Male,United States,Silver,21,1552.17,No
986764063,2023-09-15,08/22/2026,38,,United States of America,Silver,20,1339.07,No
110545768,08-Jul-2022,11-Sep-2024,35,Female,USA,Bronze,1,70.47,Yes
208268768,2020-04-19,08/21/2026,25,Male,United States,Gold,32,3287.26,FALSE
157882566,"June 03, 2026",03-Jun-2026,67,Male,US,Silver,5,1081.72,YES
929116142,2025-12-27,,24,Female,United States,brz,0,-,Yes
461126963,2022-07-03,2026-08-19,36,other,United Kingdom,Silver,27,717.7,No
822053284,2025-02-27,2026-08-29,66,M,US,silver,32,1151.75,0
719462617,2025-07-24,,46,M,,BRONZE,0,0.0,Yes
555111750,10/08/2024,2026-03-11,42,Female,US,Silver,13,1014.04,N
786375163,2024-07-07,02.09.2026,38,Male,USA,bronze,7,180.96,NO
992878088,2023-04-11,2026-08-06,47,M,US,Gold,26,2783.53,No
926741714,30-Nov-2022,2026-06-27,36,Male,US,SILVER,19,1207.16,No
170037068,06/22/2025,01-Mar-2026,73,Male,United States,BRONZE,1,85.99,Yes
132597761,2021-07-10,2026-07-19,40,Male,India,Bronze,14,343.66,No
706563992,2025-10-29,2026-08-18,56,m,U.S.A.,Bronze,10,292.49,FALSE
289812191,2026/04/13,13-Apr-2026,,Female,N/A,Bronze,1,,Yes
456938752,29-Nov-2023,2026-08-17,40,M,United States,Bronze,5,381.01,0
607359601,23-Aug-2021,12-Aug-2026,63,Male,United States of America,gold,46,2880.03,No
520187926,2022/09/14,03-Aug-2026,55,Female,United States,bronze,3,207.71,No
539962085,2024-06-16,2026-07-22,41,m,MX,Silver,13,637.9,NO
443876921,2024-07-01,2026-07-29,30,Male,United States,silver,21,906.09,No
775201953,2023/09/24,24-Mar-2026,43,F,Deutschland,Bronze,9,490.65,No
719026769,07/29/2022,2026-03-01,36,f,USA,BRONZE,6,253.88,1
117743318,21-Jul-2022,2026-08-25,60,Male,United Kingdom,Bronze,8,307.85,no
991473165,2025-05-04,,21,male,United States,Bronze,0,0.0,Yes
257286712,11/26/2023,09.08.2026,20,Female,United States,Gold,33,2779.48,0
214709772,"December 10, 2024",2026-08-25,36,Male,United States,Silver,14,1245.51,0
586478266,2022-12-11,2026-09-03,70,femail,United States,Silver,16,906.2,No
784488386,11.09.2021,2026-08-03,47,female,Canada,slv,11,974.78,No
426262712,24-Aug-2026,,36,Unspecified,Mexico,Bronze,0,0.0,YES
289326778,01.07.2024,2026/05/25,37,Female,U.S.A.,Bronze,1,52.4,No
785716023,2025-12-08,2026/03/11,29,femail,India,Bronze,3,145.56,no
245035626,2023/05/31,07/27/2026,29,female,USA,Bronze,4,,N
331078752,27.06.2025,,49,male,germany,Silver,23,967.48,N
125358286,2022/07/14,2024-09-26,71,F,India,Bronze,4,217.98,Yes
188084818,2023-12-17,,,F,Canada,Silver,29,874.08,no
732125483,2024/12/30,30.12.2024,41,Female,United States,BRONZE,2,387.49,Yes
733410193,2025-02-23,2026-08-02,32,Male,,BRONZE,5,267.18,No
511922860,2022-01-29,14-Jul-2026,29,Male,United States,Bronze,-7,$314.57,no
905516504,2023-06-11,2026-07-29,42,Male,united states,Silver,22,842.03,No
834406194,2023/01/03,2026-08-29,28,Male,United States,Bronze,8,196.24,N
690995698,06/12/2024,2026-08-10,36,Female,United States,GOLD,19,NULL,0
498134453,2025-08-20,"March 01, 2026",22,Male,Canada,BRONZE,1,128.36,Yes
153921894,2024-02-07,08/20/2026,68,Female,United States,Silver,19,995.47,No
469200559,2023-07-06,2026-08-30,31,Male,United States of America,gold,25,"$2,934.55",No
839281886,2025/08/20,"December 23, 2025",29, Female,United States,Bronze,3,100.48,Yes
101798764,04/15/2022,2026-05-08,57,m,Can.,SILVER,6,1108.38,N
742919082,2026-02-20,2026-02-20,46,m,DE,Bronze,3,274.34,Yes
747471904,11/10/2024,06/10/2026,43,F,U.K.,bronze,10,209.87,0
772974370,2024-08-07,2026-06-30,NULL,Female,Canada,SILVER,10,599.85,No
505569568,01/29/2025,08/10/2026,59,Female,Deutschland,Bronze,3,201.12,FALSE
163644291,2023-11-19,2026-08-11,53,M,United Kingdom,bronze,14,501.43,No
884723228,2023/11/10,26-Jul-2026,51,m,BR,Bronze,N/A,521.02,N
411931308,2022-06-26,07/08/2026,66,f,USA,Bronze,8,410.48,FALSE
361992957,2021-11-17,07/15/2026,74,Female,United Kingdom,Silver,28,1457.29,no
877907652,11.02.2023,08/07/2026,N/A,Female,United Kingdom,Bronze,7,393.91,no
790789382,2026-08-11,,27,Unspecified,United States,Bronze,0,0.0,Yes
120366104,05/18/2023,2026-08-27,33,Male,United States,Silver,22,1084.79,no
160930143,07/20/2023,2026-08-12,unknown,Male,United States,Bronze,9,125.36,No
338971320,2025-06-05,21-Feb-2026,37,Female,Germany,Bronze,3,99.17,Yes
304699067,2021-09-01,15.06.2026,44,F,germany,Bronze,6,260.41,FALSE
160951429,2020-10-18,2026-08-07,28,male,US,Silver,55,1518.0,No
951662935,2024-07-15,01.03.2026,66,male,United States,bronze,3,117.01,Yes
121683793,2024-11-16,"July 21, 2026",37,Male,AU,Gold,34,2423.51,No
191852766,09/02/2022,2026-08-30,28,F,Great Britain,silver,23,1114.66,No
351631475,11/09/2022,2025-08-05,26,f,usa,bronze,2,67.47,Y
468465249,2023-11-20,10-Aug-2026,,Male,united states,silver,14,1322.9,FALSE
488810013,2024-06-07,2025-05-09,56,Male,usa,BRONZE,5,$225.94,yes
567073170,2022-02-08,03/10/2024,,,Great Britain,silver,13,499.75,YES
910496050,2021/09/27,20.06.2025,52,m,United States,BRONZE,5,69.2,Yes
494135767,08/21/2024,2026-08-21,61,Female,United States of America,Silver,10,1075.67,N
555751984,2022-09-25,08/03/2026,41,M,US,Bronze,17,313.14,No
356344941,2024-11-09,,36,U,US,Bronze,2,$152.67,No
241246767,04/23/2024,,29,M,USA,bronze,0,0.0,Yes
571753014,12-Oct-2023,"August 23, 2026",46,FEMALE,uk,unassigned,2,101.48,0
780654521,2021-04-29,2026-07-27,30,Male,usa,Silver,91,1559.45,No
559753084,09/21/2023,27.08.2026,28,Male ,Mexico,Bronze,10,260.52,N
329260550,"November 27, 2022",2026-07-20,57,Male,US,Bronze,17,405.58,No
246918303,2026-04-23,2026-04-23,71,Male,USA,Bronze,1,78.43,Yes
930766464,05/27/2025,2026-07-31,49,,United Kingdom,Bronze,2,77.49,0
740889704,"March 05, 2022",2026-08-19,28,Female,US,PLATINUM,37,5399.28,No
467920829,03/11/2023,2026/09/03,49,Male ,DE,Gold,27,1761.25,No
270352089,08/26/2024,2026-08-16,-,Male,United States,gold,21,2612.78,N
901321351,2022-07-31,08/06/2026,44,f,United States,Silver,35,1569.88,No
184092238,25-Jan-2023,2026-09-07,36,Female,USA,Bronze,14,408.72,No
373392177,2025-08-27,05.09.2026,57,non-binary,united states,brz,2,91.81,0
771789656,2025-06-11,2026-07-24,65,Female,United States,Gold,26,4323.37,No
633826194,2026-06-15,06/15/2026,46,Female,United States,BRONZE,4,243.21,Yes
294753246,2022-04-06,04-May-2026,39,male,USA,silver,41,1512.16,no
452509551,10-Sep-2025,2025-09-10,50,non-binary,USA,Bronze,4,362.55,Yes
968018082,27-Feb-2025,03/27/2025,51,M,Brazil,Bronze,3,80.45,YES
798791783,2023-05-30,N/A,30,Female,DE,Silver,12,443.54,N
316087205,2025-01-23,2026-08-08,80,F,IN,Bronze,7,359.31,No
480537580,2025-09-01,2026-02-14,39,Female,India,Bronze,1,207.51,1
485880197,03/25/2024,,67,m,IN,BRONZE,3,138.37,No
651079703,22-Dec-2023,2026-08-08,36,Female,United States,Gold,32,2718.4,No
875807934,2021-06-26,2026-06-18,74,F,United States,Silver,14,803.01,No
158788323,2022-06-07,2026-07-03,58,Male,United Kingdom,bronze,6,398.69,no
141400340,2021-12-11,2026-06-29,60,Male,United States,Bronze,3,179.01,No
679881645,2025-04-18,2026-07-23,54,Male,United States,slv,8,1184.66,No
251978313,2023-04-25,"August 08, 2026",58,Female,US,Silver,20,649.79,No
969612122,08/30/2024,2025-06-05,48,female,australia,Bronze,1,42.78,Yes
242178018,2024-11-21,2026-07-06,28,F,unknown,Silver,19,$888.22,No
526563383,02-Sep-2024,2026/08/14,66,Female,United States,Silver,7,1022.6,no
495968072,2025-11-30,2026-03-01,73,prefer not to say,USA,Bronze,1,55.1,1
518528962,2024-07-13,21-Jul-2026,48,Male,US,Silver,30,1638.11,N
900067546,12/20/2024,,24,Male,Can.,brz,0,0.0,Yes
288411073,2024-05-15,2025-06-21,N/A,Female,canada,Bronze,3,278.2,yes
385356208,07/18/2026,,50,MALE,united states,Bronze,0,0.0,Y
595759120,2025-03-30,2026-01-13,52, Female,USA,silver,7,747.55,YES
186754853,26-Jan-2026,2026-07-12,70,m,united states,Bronze,1,69.2,no
603967367,2025-11-19,,32,Unspecified,india,Bronze,0,0.00 USD,Yes
718145266,03/16/2026,2026-03-16,54,Male,United States of America,Bronze,10,294.14,Yes
789973419,2021-07-27,"July 21, 2026",40,,United Kingdom,Gold,26,1863.93,No
288991283,04/15/2024,2026-05-20,56,F,United States,SILVER,9,1495.92,No
862152545,09/16/2024,2026-08-27,73,MALE,U.S.A.,Silver,17,482.62,NO
584918249,2026-02-06,2026-07-06,38,female,CA,Bronze,1,58.14,No
190976623,04-Feb-2022,"May 13, 2026",48,Male,Canada,brz,11,-457.78,N
499352786,"June 06, 2024",2026-06-11,63,M,United States,Bronze,12,missing,No
395748360,06.07.2025,2026/07/02,30,,usa,Bronze,3,84.71,No
481178403,01/21/2020,29-Aug-2026,38,,CA,Bronze,15,414.27,No
635224423,2024-03-13,2026/08/28,88,Male,US,none,2,58.83,No
139868953,"November 12, 2023",2026-07-26,54,m,México,Bronze,3,170.14,No
703024339,06/21/2022,,21,Female,Brazil,none,1,$41.02,no
764047825,03/12/2026,2026/03/12,33,F,US,Bronze,1,125.06,Yes
377152453,2023-12-07,2026-08-11,,m,canada,Platinum,62,8789.15,N
597290511,21-Apr-2024,2026-05-30,25,Male ,United States,Silver,6,841.82,FALSE
855855035,14-Oct-2023,2026-08-15,37,Male ,U.K.,Bronze,3,233.04,0
492620460,"November 13, 2025",03/01/2026,44,Female,US,Bronze,2,45.09,Yes
648357096,2025-09-03,2026-08-27,64,MALE,India,Bronze,1,33.53,NO
942189571,"October 03, 2024",2025-10-27,43,female,United States,Bronze,8,432.46,YES
904884747,,2026-08-07,33,male,Brazil,Bronze,8,431.5,No
614888432,2020-04-05,08/10/2026,60,FEMALE,usa,Silver,11,911.39,no
767525781,2026-02-14,"February 14, 2026",40,Male,USA,Bronze,2,32.97,Yes
906316612,06/26/2025,2026-02-27,38,male,India,Bronze,1,$97.88,Yes
283568677,2024-05-27,2026/09/03,30,Male,United States of America,Silver,N/A,707.17,no
477371159,2025-04-28,08/28/2026,68,Male,Canada,Bronze,8,498.9,No
293231716,09/18/2023,2026-07-27,25,Male,Canada,Silver,8,$677.23,No
937895467,12/20/2021,2026-08-16,59,Male,IN,GLD,28,1851.61,No
745769819,07/04/2026,2026-07-04,21,female,usa,bronze,2,46.18,TRUE
548386165,"May 23, 2026",05/23/2026,74,Male,India,bronze,1,181.13,Yes
135839914,2023-02-18,2026-07-11,,female,U.S.A.,Silver,31,"$1,210.73",no
173235945,2022-05-13,2026-08-14,43,Female,United States,BRONZE,5,297.65,0
876139921,2024-06-29,2026-08-13,59, Female,United States,silver,36,1673.58,No
493390116,2022-03-07,2026-08-06,57,Male,United States,Gold,68,2820.76,FALSE
633625544,2025-09-16,2026-07-29,49,Male ,US,BRONZE,1,86.52,No
555238840,13.04.2021,"August 30, 2026",,Male,Germany,slv,45,1674.06,No
969132766,01.07.2025,2026-05-27,42,Male ,United States,bronze,1,131.3,No
713988370,07/03/2025,2026-06-21,58,non-binary,United Kingdom,Bronze,1,$31.08,No
502075664,07.09.2022,2026-08-05,27,Male,United States,Gold,13,1836.06,No
473602226,01-Jul-2019,,36,Other,United States,Bronze,10,378.89,no
913972725,"December 07, 2022",06/29/2026,31,Female,Mexico,  Bronze ,6,336.38,N
804640205,2021-07-10,08/21/2026,39,Female,Germany,Silver,9,719.28,NO
713394343,2022-12-20,03/01/2026,26,female,US,Bronze,9,290.21,Yes
775240348,2024-09-15,2026-06-09,40,female,CA,Silver,25,1231.71,N
453867419,2026-05-23,,42,Male,United Kingdom,Bronze,0,0.0,1
736481950,2020-11-28,2026-07-12,56,M,,Bronze,2,60.09,No
186783241,2022/07/03,14-Aug-2026,61,Unspecified,United States,Bronze,7,271.82,N
670124808,2023-03-09,2026-06-10,32,Female,United States,Silver,20,511.97,No
783564889,2026/08/03,2026-08-03,58,male,usa,Bronze,2,62.81,Yes
855233199,2024-05-02,2025-03-19,69,female,US,bronze,4,145.81,Y
127396919,2026-06-15,2026-06-15,68,M,united states,Bronze,3,102.27,1
162601243,2020-03-01,2024-10-04,38,Male,USA,BRONZE,3,103.11,Yes
497127293,2025-02-07,2026-08-08,44,male,U.S.A.,Bronze,4,346.74,FALSE
827600522,2022-01-16,2026-09-04,62,male,United States,Silver,22,1243.13,FALSE
828565311,01/20/2023,2025-12-04,33,Male,Brazil,Bronze,6,292.43,Yes
433586823,2024-01-08,,45,female,United States,bronze,2,110.42,no
879720669,16-Mar-2025,27-Sep-2025,25,,united states,Bronze,1,$55.69,Yes
336594116,07/25/2021,2026-07-18,26,Female,United States,gold,23,2151.21,No
327852628,"December 05, 2022",,69,Male,United States,Bronze,0,0.0,Yes
574427960,2025-01-30,2026-08-08,50,Male,Mexico,silver,9,511.51,N
345434741,2021-11-13,2026-08-15,31,Female,Mexico,Bronze,9,412.05,no
498085038,2024-05-03,,49,Male,England,Silver,4,676.12,0
866262805,2026/01/08,11-Jul-2026,31,Male,IN,Silver,7,589.9,no
508609011,2020-06-20,08/22/2026,44,Male,Brazil,Silver,25,857.56,
515994469,2026-01-03,07/19/2026,64,Male,India,,1,39.68,No
814105188,04-Jan-2022,"July 27, 2026",32,F,US,Silver,22,1401.27,0
612461468,21-Apr-2024,01-Mar-2026,57,female,Canada,,1,46.45,Yes
442107694,2021-11-29,03-Dec-2025,22,M,Canada,Bronze,1,76.96,Y
960689306,07/30/2026,,30,Female,Australia,Bronze,0,0.0,Y
889642184,"August 10, 2023",12-Aug-2026,74,m,usa,Gold,70,2694.98,No
886617704,15-Aug-2024,2026-04-06,45,Female,United States,Bronze,6,261.52,N
918256612,2022-05-23,"September 01, 2026",45, Female,IN,Gold,42,2788.48,NO
592100461,2023-04-15,2026-03-01,57,M,United States of America,Bronze,5,156.51,yes
174431249,2025-09-23,,38,Female,United States of America,Bronze,0,0.0,yes
859560798,2021-07-10,2026-05-28,22,FEMALE,United Kingdom,Platinum,55,6184.07,No
762494741,13.07.2023,2026-08-04,42,,India,Platinum,20,5310.06,No
477277991,2026/03/06,2026-03-06,30,Female,U.S.A.,BRONZE,1,68.43,Yes
763578388,2026-03-21,07/04/2026,23,Male,United Kingdom,Gold,13,"$1,740.76",FALSE
559254507,05-Jan-2021,2026-07-01,56,other,USA,Silver,10,629.81,0
187379596,09.06.2024,2026-09-03,59,Female,United States,BRONZE,6,$246.99,no
228400264,2025-03-06,11/29/2025,54,Male,US,silver,6,720.48,Yes
596847830,2025-10-24,06/06/2026,32,Male,Canada,Silver,11,880.48,No
283498412,2024-04-03,2025-08-23,43,female,U.K.,Bronze,9,-545.43,Y
221520038,2023-07-14,2026-06-12,38,M,united states,NULL,22,2902.97,No
985350182,"November 29, 2020",06/07/2026,60,F,United States,Bronze,8,351.64,No
593032730,02/01/2024,2025-07-02,70,Male,USA,brz,3,118.75,yes
419360912,2020-02-14,08/21/2026,26,Female,USA,Bronze,6,301.39,No
843437525,2023-12-16,2026/08/13,86,Male ,Canada,Bronze,4,44.44,No
649078601,2025/11/18,2026-03-01,37,Male,Canada,Bronze,4,157.27,Yes
457098113,2026-06-17,not available,47,Male,United States,bronze,0,0.0,Yes
909951963,18.09.2025,08/19/2026,41,Female,Canada,Bronze,2,44.68,No
242124044,2024-03-04,2026-08-17,40,female,USA,Silver,N/A,636.45,No
845266978,2026-03-30,,60,non-binary,united states,Bronze,0,0.0,yes
706642582,2021-04-21,2026-08-14,75,Female,India,Silver,-21,"$1,436.24",N
796422326,04.05.2024,2026-07-24,54,,CA,Bronze,9,$601.89,No
457435218,2026-03-01,,33,Male,United States,Bronze,1,230.28,TRUE
658314840,06/11/2024,,38,FEMALE,USA,brz,8,342.36,No
568137427,"January 19, 2024",02/23/2026,33,M,canada,SILVER,11,$944.02,yes
728679819,"August 24, 2020",2026-08-08,29,F,Australia,Platinum,92,4716.46,No
753469777,2020-11-21,2026-07-21,31,female,,GOLD,56,2714.39,No
571654131,2022/01/26,2026-08-09,30,Male,usa,Silver,18,766.43,No
614043143,2026-03-23,03/23/2026,44,Female,U.S.A.,Bronze,1,26.37,Yes
657701420,01-Aug-2022,2026-02-20,44,Male,United States,,10,256.6,yes
862261354,2021-08-08,17-Mar-2025,44,Female,U.S.A.,Bronze,8,381.19,YES
430690281,17.03.2021,2026-08-14,72,N/A,Canada,Silver,33,1113.29,No
142596403,03/03/2023,2026-08-19,22,FEMALE,MX,Silver,8,687.18,FALSE
774958934,2022-10-15,2026-07-06,42,MALE,United States of America,Bronze,10,310.55,0
381581417,2023/09/23,06/14/2026,32,Female,BR,Gold,11,"$1,427.83",N
196008474,2025-05-22,27-Aug-2026,68,female,MX,Bronze,3,47.48,N
551435965,"February 18, 2025",07/15/2026,57,Male,N/A,Silver,16,1040.86,0
357149245,2019-12-04,09.08.2026,27,Female,Germany,Silver,20,1288.5,No
493119575,2025/10/06,2026-08-24,72,Female,UK,Bronze,3,237.76,NO
784427880,2022-12-25,2026-07-24,,F,US,Silver,9,458.32,No
159167227,2025-05-30,2026-08-28,39,Female,united states,Bronze,5,451.31,no
124392801,2022-03-24,2026-09-01,70,F,Germany,silver,34,863.82,0
730510496,2022-12-25,2026/08/22,78,N/A,USA,Silver,26,828.2,0
582148766,2025-11-29,29-Nov-2025,56,F,Canada,Bronze,1,$19.43,Y
403318687,2025-12-07,2026-08-19,48,Female,Germany,BRONZE,3,315.26,N
874143013,2023-11-16,2025-08-11,unknown,Male,Canada,silver,14,1059.94,TRUE
937806439,05/30/2024,2026-08-30,35,Male,uk,Bronze,6,308.59,No
460508029,08/14/2025,,56,Unspecified,united states,silver,19,514.19,No
345478513,"October 22, 2023",11-Jul-2026,,Male,United States,Silver,33,1271.3,No
371350121,2025-11-08,03/11/2026,N/A,Male,USA,Bronze,NULL,155.4,No
276023355,10/15/2023,2026-09-03,38,Other,N/A,Silver,19,774.39,no
198036342,27-Aug-2023,2026/07/31,25,Male ,USA,BRONZE,25,-,No
597542799,"March 13, 2024",,41,Female,Canada,Silver,9,,No
819489158,2023/03/05,2026/08/04,45,Unspecified,USA,Silver,19,1181.49,No
743701890,2024-10-22,"March 01, 2026",48,Female,United States,slv,14,1088.87,TRUE
908866072,"February 18, 2026",03/01/2026,35,MALE,USA,brz,4,202.52,Yes
812272672,"May 11, 2022",2026-08-23,61,Male,United States,Silver,33,1169.15,NO
945045585,22.10.2024,2026-08-23,43,Female,Canada,Silver,24,531.21,no
689191531,2026-05-22,2026-05-22,30,Male,united states,Bronze,1,62.43,Yes
407922751,2019-11-02,2026-02-04,47,Male,USA,Bronze,1,38.15,Y
654794860,29.09.2022,2026-06-14,,Female,USA,Gold,14,2216.52,N
262079795,12-Mar-2022,07/19/2026,72,femail,United States,Silver,15,1365.43,No
615747966,2025-02-17,08/04/2026,25,female,Germany,Bronze,4,164.12,N
188659985,03/21/2026,21-Mar-2026,30,FEMALE,usa,Bronze,1,-22.5,Yes
496677478,2024-12-02,2026-05-18,40,Male,USA,Bronze,4,68.09,No
474077745,2023-04-17,2026-09-04,74,Female,United States,Bronze,15,543.32,0
596721460,2024-11-24,07/14/2026,81,female,Canada,Silver,,2149.6,No
764513627,2025-12-07,2026-03-01,37,Male,United States,Bronze,1,62.42,YES
419171304,16-Oct-2022,08/27/2026,59,Male,united states,slv,9,1571.14,No
952008671,2020-06-29,2026-06-17,45,Female,Mexico,Bronze,26,475.32,No
153912104,2026/01/25,01/25/2026,39,male,US,Bronze,4,292.65,TRUE
660667567,2026-02-26,2026-07-03,45,Female,Germany,Bronze,2,106.42,No
493249333,"September 13, 2023",2026-08-01,34,Male,United States,Bronze,8,443.36,NO
478841533,2025-09-28,2026/08/03,45,,U.S.A.,Bronze,1,67.52,No
925871552,02-May-2023,,47, Female,Brazil,silver,9,882.35 USD,No
271658918,2024-07-24,,25,male,Canada,Bronze,0,0.0,Yes
377867985,2026-04-05,"April 05, 2026",34,male,CA,brz,3,$358.93,1
969115841,2023-04-04,2026-07-22,39,MALE,Australia,  bronze ,4,54.32,No
321648211,27.10.2023,08/22/2026,,Female,USA,Gold,25,2149.32,No
158255106,2026-03-16,2026-07-04,52,Female,united states,brz,3,N/A,No
180810947,2021-04-22,2026-08-10,66,Female,usa,SILVER,35,789.21,N
830963958,2026-01-19,19.01.2026,36,Female,India,Bronze,1,161.45,Y
707743639,04/12/2023,2026-08-15,44,female,IN,Gold,41,1872.36,No
915732025,"May 28, 2024",06/16/2026,23,male,US,Silver,43,NULL,0
976660869,2021-10-27,2026-06-26,42,Male,USA,Gold,18,1895.82,0
360937761,2023/09/22,2026-07-02,27,f,United States,Bronze,7,381.57,0
658220983,2026-03-23,2026-03-23,50,Male,United Kingdom,bronze,1,127.98,Y
279401746,2024-04-15,03.08.2026,27,Male,India,Bronze,3,199.59,No
679748093,2022-10-23,2026-07-30,58,Female,USA,Silver,26,"$1,908.37",NO
261810660,27.04.2022,21.11.2024,38,Female,USA,Bronze,3,207.81,1
198248090,2023-06-18,07/21/2026,44,Male ,Brasil,Bronze,4,355.61,No
262607723,2026-04-05,04/05/2026,27,Male,USA,brz,1,63.56,Yes
828927508,01/24/2022,2026-08-02,19,Female,Canada,Bronze,9,183.68,No
999838305,2025-09-19,"May 14, 2026",34,F,United States of America,slv,12,593.17,No
810717336,2024-09-04,08/06/2026,58,Female,Canada,Silver,18,629.41,No
557888279,2023-01-23,2026-08-12,46,female,CA,GOLD,37,2440.66 USD,No
331138131,2023-10-23,2026-09-02,40,Female,US,Bronze,10,243.61,N
172565536,2021-09-21,2026-08-23,35,FEMALE,USA,Silver,10,841.06,no
153289070,2023-12-31,2026/09/06,53,,US,brz,5,177.88,No
897786790,2021-07-05,2026-08-30,37,femail,usa,Gold,46,,No
536172109,02/08/2024,06/22/2026,22,Male,usa,GLD,32,2296.8,No
748926629,2023-12-10,2025-06-29,32,male,United States,Bronze,1,39.01,Yes
707159920,2021/07/01,2026-05-22,?,Male,MX,Silver,33,2148.2,0
251056875,27-Aug-2024,04/08/2025,40,Unspecified,United States,Bronze,6,177.3,yes
582851796,01/17/2021,2026-07-29,35,Male,India,Gold,32,1680.57,No
855120429,2020-09-30,2026-08-06,68,Male,Canada,Silver,32,1415.88,N
605879022,2025-07-17,2026-03-01,78,Female,US,Bronze,3,$160.60,yes
738785866,2023-07-19,2026-07-30,31,Male,US,GLD,31,2279.7,0
499240587,"September 20, 2022",2025-05-29,70,male,U.K.,Bronze,3,269.08,Yes
494131597,2023/11/17,,91,Male,United States,brz,0,0.0,Yes
651967824,2022-02-14,2026-07-13,24,Male,United States,Bronze,3,249.84,N
268216439,2022-06-29,10.05.2026,43,Male,Canada,Bronze,6,331.01,0
704253076,16-Nov-2021,08/17/2026,43,Female,United States,Gold,47,,No
842548409,2024-02-01,2025-04-27,52,female,Brazil,BRONZE,3,$278.12,TRUE
233438192,02/20/2021,2026-08-19,22,f,Mexico,Silver,24,804.03,No
288487540,2024-03-07,"August 05, 2026",67,Female,Canada,Bronze,1,28.31,No
921885740,2022/07/14,2026-07-28,33,Male,United States,Silver,19,2183.37,No
685192643,2026-03-12,,33,Female,U.S.A.,bronze,0,0.0,Yes
982775330,2021-11-22,2026-06-03,37,non-binary,usa,SILVER,51,1498.06,0
241283166,01-Nov-2021,"July 12, 2025",68,Male,United States,Bronze,11,316.24,1
572280164,2024-07-04,2026-08-25,35,Female,United States,Bronze,9,486.0,No
